source,destination,language,status_code
/blugold-central/academic-planning/registration-changes/drop-class/,/offices-services/blugold-central/academic-planning/registration-changes/drop-class,en,301
/blugold-central/personal-information/employee-request-student-data/,/offices-services/blugold-central/student-records-and-information/employee-request-student-data,en,301
/blugold-central/blugold-employee-tuition-program/,/offices-services/blugold-central/employee-tuition-reimbursement-program,en,301
/blugold-central/parking/enforcement/,/offices-services/blugold-central/parking-and-transportation/enforcement,en,301
/blugold-central/enrollment-degree-verification/,/offices-services/blugold-central/student-records-and-information/enrollment-and-degree-verification,en,301
/blugold-central/tuition-fee-schedules/estimated-cost-attendance/,/offices-services/blugold-central/cost-and-aid/estimated-cost-attendance,en,301
/blugold-central/parking/event-parking/,/offices-services/blugold-central/parking-and-transportation/event-parking,en,301
/blugold-central/student-finances/explanation-bill/,/offices-services/blugold-central/student-finances/explanation-bill,en,301
/blugold-central/student-finances/explanation-tuition-fees/,/offices-services/blugold-central/student-finances/explanation-bill/explanation-tuition-fees,en,301
/blugold-central/forms/faculty-forms/,/offices-services/blugold-central/forms-policies/faculty-staff-forms,en,301
/blugold-central/faculty-services/,/offices-services/blugold-central/academic-planning/faculty-services,en,301
/blugold-central/academic-planning/final-common-exam-schedules/,/offices-services/blugold-central/academic-planning/final-and-common-exam-schedules,en,301
/blugold-central/forms/,/offices-services/blugold-central/forms-policies,en,301
/blugold-central/fund-wisconsin-scholars-program/,/offices-services/blugold-central,en,301
/blugold-central/academic-planning/grades-academic-standing/,/offices-services/blugold-central/academic-planning/grades-and-academic-standing,en,301
/blugold-central/student-finances/loans/,/offices-services/blugold-central/financial-aid-office/types-aid/loans,en,301
/blugold-central/student-finances/mba-consortium-student-billing-information/,/offices-services/blugold-central,en,301
/blugold-central/academic-planning/notary-public/,/offices-services/blugold-central/academic-planning/notary-public,en,301
/blugold-central/academic-planning/online-communications/,/offices-services/blugold-central/academic-planning/online-communications,en,301
/blugold-central/parking/,/offices-services/blugold-central/parking-and-transportation,en,301
/blugold-central/parking/parking-permits/,/offices-services/blugold-central/parking-and-transportation/parking-permits,en,301
/blugold-central/parking/pay-ticket/,/offices-services/blugold-central/parking-and-transportation/pay-ticket,en,301
/blugold-central/student-finances/payment-information-due-dates/,/offices-services/blugold-central/student-finances/payment-due-dates,en,301
/blugold-central/student-finances/perkins-loan-repayment/,/offices-services/blugold-central/student-finances/perkins-loan-repayment,en,301
/blugold-central/student-finances/refund-schedule/,/offices-services/blugold-central/student-finances/refund-schedule,en,301
/blugold-central/academic-planning/register-classes/,/offices-services/blugold-central/academic-planning/register-classes,en,301
/blugold-central/academic-planning/register-classes/register-classes-as-first-year-transfer-student/,/offices-services/blugold-central/academic-planning/register-classes/register-classes-first-year-or,en,301
